MapUnit,FieldSampleID,AlternateSampleID,SiO2,TiO2,Al2O3,FeOt,MgO,CaO,Na2O,K2O,P2O5,MnO,La,Ce,Nd,Sc,V,Cr,Ni,Cu,Zn,Ga,Zr,Ba,Cs,Nb,Pb,Rb,Sr,Th,U,Y,LocationConfidenceMeters,LocationSourceID,AnalysisSourceID,MaterialAnalyzed,DateAnalysis,Latitude,Longitude
Tgww,09BV-G1358A,null,55.15,2.102,13.39,12.23,3.431,7.178,3.113,1.735,0.363,0.206,26.2,60.8,28.3,32.7,362.4,9.5,6.2,11.3,131.8,22.1,187.2,629.9,,13.6,7.9,48.4,321.9,5.2,2.1,37.3,20,EvartsUnpubMultnomahFalls,WSU,whole rock,3/16/2010 18:39,45.591176,-122.020544
Tgww,09BV-G1358B,null,54.31,2.031,13.53,12.49,3.866,7.659,2.985,1.705,0.316,0.208,24,47.2,26.8,37.3,382.4,7.5,7.8,11.3,129.9,22.3,177.8,545,,13,7.6,40.6,316.2,5.2,1.1,35.7,20,EvartsUnpubMultnomahFalls,WSU,whole rock,3/16/2010 19:45,45.590886,-122.020844
Tggc,09BV-G1359,null,56.03,1.947,13.61,11.28,3.404,6.981,3.094,2.009,0.315,0.186,25.2,49.9,27.8,29.9,336.1,8.3,10,17.2,121.6,22.4,190.7,698.2,,12.8,9.5,56.5,311.6,4.5,3.1,34.6,20,EvartsUnpubMultnomahFalls,WSU,whole rock,3/16/2010 20:52,45.593226,-122.020964
Tgsb,09BV-G1360,null,52.58,1.919,14.17,11.95,4.998,8.822,2.842,1.083,0.314,0.217,18.5,41.9,23.5,37.6,336.8,35.8,15.9,28.3,120.5,20.1,161.2,462.7,,12.3,5.2,23,325.2,2.6,1.2,34.5,20,EvartsUnpubMultnomahFalls,WSU,whole rock,3/16/2010 21:58,45.595706,-122.025214
Tgsbm,09BV-G1361,null,52.77,2.018,14.07,11.95,4.825,8.713,2.833,1.037,0.346,0.236,20.5,44.2,23.1,37.2,330.9,37.4,16.8,29.6,124.3,21.8,171.2,539.2,,12.2,4.5,24.2,333.4,3.4,0.5,36.6,20,EvartsUnpubMultnomahFalls,WSU,whole rock,3/16/2010 23:04,45.595636,-122.025044
Tgww,09BV-G1362,null,55.36,2.134,13.37,13,3.502,6.956,3.35,1.584,0.363,0.202,27.1,52.5,27.4,34.4,364.4,8.5,6.3,10.7,132.9,20.9,189.7,622,,13.5,8.6,46.5,311.7,5.2,3,38.3,20,EvartsUnpubMultnomahFalls,WSU,whole rock,3/17/2010 0:10,45.594806,-122.024894
Tgo,09BV-G1363,null,55.45,1.944,13.61,11.77,3.449,7.018,3.17,1.806,0.326,0.189,26.5,57.2,30,31,304.4,4,7.3,15.3,121.9,21.5,195.8,681.8,,14.1,9.6,50.2,323.3,6.3,1,36,20,EvartsUnpubMultnomahFalls,WSU,whole rock,3/17/2010 1:16,45.594286,-122.024234
Tgo,09BV-G1364,null,55.54,1.936,13.64,11.35,3.453,6.996,3.053,1.905,0.332,0.199,26.8,51.4,26.3,31.3,328,10.1,8.3,16.5,124.6,21.6,185.8,679,,12.8,9.3,52.3,308.8,5.5,0,35.4,20,EvartsUnpubMultnomahFalls,WSU,whole rock,3/17/2010 2:22,45.594376,-122.023634
Tgo,09BV-G1365,null,54.87,2.018,13.54,11.88,3.583,7.067,3.104,1.789,0.362,0.193,25.2,55.8,29,32.3,341.4,13.7,12.4,20.6,128.7,21.4,189.6,675.8,,13.5,9,48.1,314.3,4.6,1,36.3,20,EvartsUnpubMultnomahFalls,WSU,whole rock,4/23/2010 21:56,45.594829,-122.023279
Tggc,09BV-G1366,null,55.99,1.943,13.66,11.41,3.38,6.907,3.169,1.816,0.314,0.185,28,54.7,28.9,31.2,343,8,9.3,17.5,122.5,22.3,191.3,721.5,,13.8,9.1,55.3,311.4,5.3,1.6,37.1,20,EvartsUnpubMultnomahFalls,WSU,whole rock,4/23/2010 23:02,45.594786,-122.022964
Tggc,09BV-G1366,09BV-G1366R,56.05,1.947,13.64,11.64,3.376,6.905,3.155,1.819,0.315,0.185,25.7,54.3,27.1,32,340.8,6.2,10,17.9,122.2,22,193.4,715,,14.6,10.3,55.8,314,5.1,2.5,35.5,-9,EvartsUnpubMultnomahFalls,WSU,whole rock,4/26/2010 3:53,45.594786,-122.022964
Tggc,09BV-G1367,null,55.93,1.943,13.61,11.42,3.344,6.867,3.149,1.857,0.315,0.186,27.4,54,27.6,31,337.2,7.1,11.2,17.7,122.6,23.2,191.6,713.8,,13.3,9.2,55.9,313.8,6.5,0,36.1,20,EvartsUnpubMultnomahFalls,WSU,whole rock,4/24/2010 0:08,45.595036,-122.022894
Tggc,09BV-G1368,null,55.33,1.966,13.83,11.55,3.672,7.175,3.202,1.696,0.346,0.189,28.5,50.4,25.6,31.4,336.1,12.4,12.3,22.7,125.2,21.7,177.6,689.2,,13.1,9.3,50.1,332.5,4.5,3.8,34.3,20,EvartsUnpubMultnomahFalls,WSU,whole rock,4/24/2010 1:14,45.596126,-122.023544
Tggc,09BV-G1369A,null,55.6,1.937,13.81,11.39,3.525,6.645,3.366,1.663,0.323,0.169,22.8,53.6,27.3,31.8,336.7,9.9,11.1,20.2,122,20.5,177.8,680.6,,12.8,7.6,50.3,319.2,6.4,3,35.2,20,EvartsUnpubMultnomahFalls,WSU,whole rock,4/24/2010 2:20,45.596376,-122.023434
Tgwr,09BV-G1369B,null,54.84,2.346,13.37,12.35,3.266,6.849,3.061,1.935,0.406,0.205,31.6,60,32.6,30.3,371.6,2,8.6,16.6,131.9,22.3,195.4,724.5,,13.8,8.7,57.2,332.3,6.3,0.9,38.6,20,EvartsUnpubMultnomahFalls,WSU,whole rock,4/24/2010 3:26,45.596456,-122.023214
Tgwr,09BV-G1370,null,54.85,2.329,13.59,11.8,3.423,6.965,3.164,1.837,0.365,0.191,30.1,64,32.2,31.4,370.1,6.4,12.2,19.7,128.7,22.1,199.7,735.1,,13.8,8.4,56.8,321.3,4.9,1.1,37.2,20,EvartsUnpubMultnomahFalls,WSU,whole rock,4/24/2010 4:32,45.596586,-122.023094
Tgwr,09BV-G1371,null,54.75,2.31,13.62,12.04,3.478,7.038,3.036,1.933,0.368,0.192,25.7,58.1,32.1,32.1,372.9,8,13.2,21.5,126.7,22.2,202.2,711.5,,14.1,8.5,57.8,318.2,5.9,1.6,38.3,20,EvartsUnpubMultnomahFalls,WSU,whole rock,4/24/2010 5:38,45.596956,-122.023324
Tgwr,09BV-G1372,null,54.67,2.338,13.56,11.95,3.385,7.006,3.178,1.835,0.366,0.189,27,54,28,32.9,376.5,7.2,12.5,20.6,129.9,22.7,201.4,714.4,,14.2,9.3,54.8,317.5,5.1,1.4,37.6,20,EvartsUnpubMultnomahFalls,WSU,whole rock,4/24/2010 6:44,45.597036,-122.020184
Tgwr,09BV-G1373,null,54.7,2.313,13.64,12.11,3.493,7.044,3.095,1.896,0.369,0.19,24.4,59.9,29.8,32.7,375.1,7.7,13.3,22.6,129.6,21.5,203,710.3,,14.2,7.9,54.8,318.8,5,1.2,38.4,20,EvartsUnpubMultnomahFalls,WSU,whole rock,4/24/2010 7:51,45.597096,-122.019884
Tgwr,09BV-G1374,null,55.01,2.339,13.61,11.95,3.454,6.993,3.152,1.813,0.365,0.191,26.8,60.5,31.4,31,373.7,7.9,11,21.5,130.2,21.1,200.7,732,,13.9,8.6,55.5,320.9,5.7,2.3,37.2,20,EvartsUnpubMultnomahFalls,WSU,whole rock,4/24/2010 8:57,45.597176,-122.019434
Tggc,09BV-G1375A,null,55.43,1.968,13.84,11.61,3.641,7.212,3.13,1.716,0.353,0.19,22.2,54.2,26.7,33.3,340.5,13.3,13.6,24.6,125,22.4,178.8,694,,13.2,8.6,52.3,335.6,5.9,1.2,35.1,20,EvartsUnpubMultnomahFalls,WSU,whole rock,4/24/2010 10:03,45.596556,-122.018064
Tggc,09BV-G1375B,null,55.29,1.935,13.72,11.67,3.607,7.12,2.965,1.892,0.322,0.193,24.6,51.5,29.4,32.5,334.3,10.4,11.8,19.2,119.7,22.3,178.3,678,,12.2,8.9,52.5,322.3,4.8,1.8,34.4,20,EvartsUnpubMultnomahFalls,WSU,whole rock,4/24/2010 11:09,45.596836,-122.018234
Tgwr,09BV-G1375C,null,54.67,2.337,13.33,12.6,3.218,6.225,3.306,1.774,0.407,0.17,27,60,31.7,32.7,370.7,4,8.5,16.8,134.4,23.3,197.9,724.4,,14.6,10.9,55.6,319.5,5.3,3.5,36.7,20,EvartsUnpubMultnomahFalls,WSU,whole rock,5/15/2010 5:16,45.597036,-122.018394
Tgo,09BV-G1376,null,54.43,2.064,13.52,12.24,3.693,7.266,3.027,1.888,0.367,0.198,29.1,53.3,28.6,31.7,363.1,14.3,10.5,21,128.1,22.6,185.5,653.9,,13.5,8.4,48.7,317.5,5.3,1.9,36.8,20,EvartsFleck2017,WSU,whole rock,3/17/2010 3:28,45.651426,-122.019754
Tgwr,09BV-G1377,null,54.38,2.332,13.41,12.19,3.43,7.025,3.142,1.68,0.406,0.2,24,60.2,30.6,31.5,380.5,6.2,9.5,23.6,132.3,21.7,192.2,692.7,,14.3,8.8,51.3,335.3,5.7,2.3,37.3,20,EvartsFleck2017,WSU,whole rock,3/17/2010 4:34,45.650666,-122.017884
Tgo,09BV-G1378,null,55.57,1.933,13.66,11.61,3.449,7.002,3.189,1.739,0.326,0.189,24.9,54.4,28.5,30.5,322.2,10,8.2,15.4,121.8,21.4,185,686.2,,13,8.8,51.5,311.7,5,1.8,35.3,20,EvartsFleck2017,WSU,whole rock,3/17/2010 5:40,45.653806,-122.009584
Tgo,09BV-G1379A,null,55.25,1.96,13.75,11.67,3.658,7.171,3.263,1.665,0.346,0.19,21.3,52.2,27.4,31.9,331.5,11.2,11.3,22.6,122,20.1,175.1,669.4,,12.4,8.6,48.8,329.4,6.1,2.2,34.5,20,EvartsFleck2017,WSU,whole rock,3/17/2010 6:46,45.653906,-122.010644
Tgo,09BV-G1379B,null,55.15,1.973,13.76,11.72,3.591,7.113,3.191,1.758,0.347,0.187,20,50.7,25,32.3,331.3,12.1,10,22,123.1,22.5,177.4,692.4,,13.3,9.6,50.1,328.9,5.7,3.9,34.5,20,EvartsFleck2017,WSU,whole rock,3/17/2010 7:52,45.653926,-122.011134
Tgo,09BV-G1380,null,55.58,1.899,13.64,11.51,3.574,6.782,3.3,1.677,0.342,0.173,23.3,56.1,27.6,31.2,320.8,6,6.3,13.5,124.2,21,186.6,670,,13.3,8,46.4,307,5.3,2.1,35.7,20,EvartsFleck2017,WSU,whole rock,3/17/2010 8:58,45.652676,-122.007004
Tgo,09BV-G1381,null,55.94,1.969,13.63,11.93,3.522,7.158,3.27,1.653,0.347,0.193,27.4,56.4,30.3,31.8,328.6,5.2,9,16.2,127,23,188.8,681.7,,14.2,8.5,49,317.6,4.4,1.3,36.6,20,EvartsFleck2017,WSU,whole rock,3/22/2010 15:32,45.650076,-122.005084
Tgo,09BV-G1382,null,55.69,2.025,13.54,11.81,3.501,6.914,3.344,1.648,0.368,0.175,29.3,53.8,27.2,31.9,340,11.7,9.4,19.2,129.3,21.2,188.8,676.7,,13.6,8.3,45.5,308.4,4.6,2.2,36.6,20,EvartsFleck2017,WSU,whole rock,3/17/2010 11:10,45.650126,-122.003784
Tgo,09BV-G1383,null,55.69,1.935,13.68,11.64,3.509,7.03,3.205,1.712,0.328,0.188,20.8,52.8,27.3,30.7,327.7,11.3,7.6,16.9,123.4,21.9,184.7,684.5,,13.1,9,51.3,311.7,5.4,2.5,34.5,20,EvartsFleck2017,WSU,whole rock,3/17/2010 12:16,45.650006,-122.003344
Tgo,09BV-G1384,null,55.73,1.944,13.82,11.65,3.727,7.187,3.256,1.649,0.341,0.19,25.7,48.1,24.3,32.5,329.5,15,12.6,23,121.2,21.5,175.4,671.1,,13,9.6,48.8,329.3,4.7,1.9,33.6,20,EvartsFleck2017,WSU,whole rock,3/17/2010 13:22,45.653286,-122.004264
Tgwr,09BV-G1385,null,54.55,2.339,13.37,12.15,3.406,7.006,3.195,1.756,0.408,0.195,27,55.8,29,30.9,379.5,7.3,12,23.2,131,21.2,191.2,710.2,,14,9.4,50.9,332.2,4.6,0.7,38.9,20,EvartsFleck2017,WSU,whole rock,3/17/2010 14:28,45.655036,-122.005894
Tgo,09BV-G1388,null,55.93,1.941,13.76,11.41,3.44,7.003,3.144,1.791,0.336,0.187,23.2,54.6,29,31.6,328,10.5,10.2,15.5,125,22.3,188.1,715.3,,13.9,9.8,53.8,319.1,5.1,1.6,36.4,20,EvartsFleck2017,WSU,whole rock,4/24/2010 13:21,45.653086,-122.027184
Tgo,09BV-G1390,null,55.6,1.98,13.83,11.1,3.304,6.711,3.372,1.704,0.347,0.167,29.1,59,28.3,31,306.8,3.5,8.7,14.7,124.5,22.5,202.7,718.3,,13.9,10.7,48.9,335.3,5.9,3.6,37.1,20,EvartsUnpubMultnomahFalls,WSU,whole rock,4/24/2010 15:33,45.594556,-122.009144
Tgo,09BV-G1391,null,56.03,1.792,13.76,11.01,3.485,7.085,2.985,1.88,0.309,0.181,24.5,54.9,26.3,31.5,299.5,4.5,7.1,11.9,121.5,20.5,188.4,684.9,,13.4,8.3,56.2,321.4,6.6,1.7,35.5,20,EvartsUnpubMultnomahFalls,WSU,whole rock,4/24/2010 16:39,45.594476,-122.009434
Tgo,09BV-G1391,09BV-G1391R,56.08,1.796,13.74,10.96,3.49,7.064,2.982,1.884,0.308,0.182,26,59.4,29.5,31.5,303.6,5.6,9.5,11.9,120.8,22.1,187.5,695.5,,12.6,9,55.6,320.9,5.8,0.4,35.6,-9,EvartsUnpubMultnomahFalls,WSU,whole rock,4/26/2010 4:59,45.594476,-122.009434
Tgww,09BV-G1394,null,55.01,2.095,13.31,12.46,3.368,7.075,3.076,1.8,0.363,0.203,28,56.3,28.8,34,355.7,9.1,7.5,10.6,134.5,22.2,191.5,635.8,,14.3,7.8,51.6,320,5.5,2.3,38.3,20,EvartsUnpubMultnomahFalls,WSU,whole rock,4/24/2010 17:45,45.593456,-122.010384
Tgo,09BV-G1395,null,55.3,1.957,13.57,11.73,3.407,6.979,2.976,1.939,0.339,0.187,27.1,54.4,27.4,30.9,327.9,10.9,10.1,16.2,122.8,21.6,190.1,693.9,,13.5,11,54.1,317.7,5.4,3.4,36,20,EvartsUnpubMultnomahFalls,WSU,whole rock,4/24/2010 18:51,45.594606,-122.010464
Tggc,09BV-G1396A,null,55.87,1.952,13.66,11.66,3.379,6.907,3.015,1.771,0.316,0.183,26.5,54.3,28.6,31.9,339.1,4.3,10.3,17,124.1,21.6,194.6,748.3,,13.4,10.4,56.4,318.2,6,3,37.3,20,EvartsUnpubMultnomahFalls,WSU,whole rock,4/24/2010 19:57,45.595176,-122.011234
Tggc,09BV-G1396B,null,55.98,1.947,13.67,11.57,3.349,6.907,3.113,1.816,0.315,0.186,27,59.5,30.8,31.6,335.5,6.8,10.6,17.3,121.8,21.2,194.1,724.8,,13.1,9.7,60.3,317.6,6.2,2.9,35.3,20,EvartsUnpubMultnomahFalls,WSU,whole rock,4/24/2010 21:03,45.595556,-122.011434
Tgww,09BV-G1397,null,55.12,2.093,13.38,12.74,3.389,7.069,3.153,1.756,0.372,0.202,27.5,54.5,33,33.8,360,8.6,7.9,9.7,130.9,21.1,193.1,633.9,,14.1,9.7,49.1,320,5.2,2.4,40.1,20,EvartsUnpubMultnomahFalls,WSU,whole rock,4/24/2010 22:09,45.568806,-122.064894
Tgww,09BV-G1398,null,55.19,2.108,13.45,12.35,3.404,7.149,3.094,1.837,0.362,0.208,22.4,52,29.2,34.2,363.6,8.9,8.8,10.8,130.7,22.5,192,640,,14,8.2,49.6,323.3,5.6,2.5,38.6,20,EvartsUnpubMultnomahFalls,WSU,whole rock,4/24/2010 23:15,45.569376,-122.062134
Tgdg,09BV-G1399,null,54.45,2.172,13.37,12.63,3.431,7.184,3.232,1.625,0.372,0.207,23.7,52.1,28,34.9,389,8.3,10.1,18.4,128.6,21.7,183.1,600.7,,12.1,8,51.6,310.8,3.6,4.2,35.6,20,EvartsUnpubMultnomahFalls,WSU,whole rock,4/25/2010 0:21,45.586456,-122.072964
Tgdg,10BD-R167,null,54.27,2.169,13.24,12.53,3.46,7.095,3.184,1.653,0.365,0.203,21.5,52.7,27.9,33.6,377,7.7,7.1,14.6,127.6,21.1,181.3,608.1,,12,8.6,48.1,303.4,3.9,1,35.5,20,EvartsUnpubBonnevilleDam,WSU,whole rock,4/21/2011 12:46,45.627286,-121.960464
Tgwr,10BD-R168,null,54.18,2.269,13.5,12.14,3.529,7.122,3.094,1.884,0.361,0.2,26.1,55.5,30.2,32.7,404.8,4.7,10,17.1,129.8,22.1,186.4,678.5,,12,9.5,52.2,337.5,5.4,3.8,36,20,EvartsUnpubBonnevilleDam,WSU,whole rock,4/21/2011 13:52,45.626876,-121.959214
Tgtbp,10BD-R169,null,54.39,1.944,13.68,11.52,3.928,7.572,3.149,1.444,0.321,0.195,17.6,45.8,27.8,33.4,321.6,5.9,7.6,15.6,121.3,22.2,176.9,565,,12.6,7.7,45,309.7,3.1,1.4,35.2,20,EvartsUnpubBonnevilleDam,WSU,whole rock,4/21/2011 14:58,45.625956,-121.956294
Tgtbp,10BD-R170,null,54.53,1.978,13.69,11.41,3.879,7.573,3.161,1.497,0.328,0.202,19.3,47,26.1,33,327.8,6,8.6,16.6,122.1,20.6,177.1,582.4,,11.6,7.9,44.2,311.7,3.5,1.4,36,20,EvartsUnpubBonnevilleDam,WSU,whole rock,4/21/2011 16:04,45.625136,-121.954644
Tgtbw,10BD-R187,null,55.21,2.249,13.13,12.23,3.047,6.67,3.286,1.725,0.385,0.193,23.9,57.5,32.5,32.4,341.6,3.7,8.4,25.4,134.4,21.4,209.6,705.9,,15.1,9.5,52.7,304.8,4.9,2.5,42.4,20,EvartsUnpubBonnevilleDam,WSU,whole rock,4/22/2011 9:40,45.643829,-121.913111
Tgdg,10BD-R188,null,53.88,2.161,13.25,12.57,3.571,7.208,3.104,1.716,0.362,0.205,20.9,48,26.1,33.5,388.8,8.4,11,18.1,128.9,21.3,176,593.3,,10.6,8.6,47.4,306.1,3.1,2.3,35.7,20,EvartsUnpubBonnevilleDam,WSU,whole rock,4/22/2011 10:46,45.642858,-121.909793
Tgdg,10BD-R189,null,54.25,2.182,13.31,12.44,3.481,7.211,3.137,1.611,0.365,0.205,22.7,52.9,28.1,33.7,387,8.5,9.3,17.6,129.1,22,181,607.6,,10.9,8,50.5,311.1,4.5,1.4,35.4,20,EvartsUnpubBonnevilleDam,WSU,whole rock,4/22/2011 11:52,45.643556,-121.909634
Tgwr,10BD-R190,null,53.8,2.245,13.33,12.35,3.446,7.051,3.153,1.7,0.354,0.196,23.9,55.1,28.8,32.3,394.7,5,8.7,15.3,128.8,21.1,183.8,674.4,,12.2,7.9,51.2,338.4,4.2,2.9,36.1,20,EvartsUnpubBonnevilleDam,WSU,whole rock,4/22/2011 12:58,45.641556,-121.905434
Tgwr,10BD-R191,null,53.71,2.266,13.44,12.05,3.428,7.137,3.104,1.682,0.357,0.195,26.8,55.1,29.1,31.4,399.8,6.2,9.7,15.8,131.1,22.1,187,675.7,,12.3,7.7,50.5,338.6,5.5,2,36,20,EvartsUnpubBonnevilleDam,WSU,whole rock,4/22/2011 14:05,45.641636,-121.904814
Tgwr,10BD-R192,null,54.31,2.309,13.46,11.82,3.453,7.045,3.08,1.886,0.363,0.192,27.3,55.8,29.6,31.3,365.4,7.2,11.4,22.8,130.8,20.9,198.3,694.3,,13.3,9.3,54.8,313.5,5.2,0.7,37.4,20,EvartsUnpubBonnevilleDam,WSU,whole rock,4/22/2011 15:11,45.641886,-121.902484
Tgwr,10BD-R193,null,54.68,2.343,13.49,11.75,3.376,6.957,3.101,2.01,0.364,0.186,25.6,54.9,29.6,31.3,371.1,6.9,9.8,18.7,130.2,21.5,200.3,716,,12.8,9.4,57.2,316,4.2,2.2,37.3,20,EvartsUnpubBonnevilleDam,WSU,whole rock,4/22/2011 16:45,45.641806,-121.901184
Tgwr,10BD-R194,null,54.59,2.323,13.07,12.24,3.106,6.708,3.11,2.023,0.4,0.194,24.6,56.3,30.6,31.5,360.5,4.4,7.9,14.1,130.2,22.1,196,727.8,,13.6,9.4,58.2,323.1,5.4,0.8,37.6,20,EvartsUnpubBonnevilleDam,WSU,whole rock,4/22/2011 17:51,45.642586,-121.900964
Tggc,10BD-R195,null,55.4,1.961,13.78,10.84,3.625,7.196,3.14,1.748,0.325,0.198,21.7,53.8,26.6,32.1,337.4,10.6,11.1,20.3,123.4,21.6,178.8,698.1,,11.6,9.2,50.5,329,5.6,1.8,36.1,20,EvartsUnpubBonnevilleDam,WSU,whole rock,4/22/2011 18:58,45.642726,-121.900184
Tggc,10BD-R196A,null,55.16,1.977,13.74,11.37,3.578,7.17,3.125,1.735,0.346,0.189,22.6,53.3,27.3,31.9,333.7,12.1,12.7,22.7,121.7,21.3,176.4,712.6,,12.5,8,52.1,334.5,3.9,1.8,34.2,20,EvartsUnpubBonnevilleDam,WSU,whole rock,4/22/2011 20:04,45.642806,-121.899794
Tggc,10BD-R196B,null,55.82,1.956,13.47,11.23,3.279,6.815,3.1,1.889,0.312,0.183,24.9,52.5,27.1,30.1,334.3,4.7,8.9,17,121,20.8,191.3,710.5,,12.6,9.5,56.4,309.7,5.9,1.6,36.2,20,EvartsUnpubBonnevilleDam,WSU,whole rock,4/22/2011 21:10,45.642226,-121.899514
Tggc,10BD-R197,null,55.83,1.949,13.5,11.19,3.316,6.87,3.113,1.909,0.313,0.187,23.9,50,27.3,30,333.3,5.2,9.7,17.8,120.8,21.5,190.1,707.7,,12.7,9.9,56.1,310.6,5.4,2.4,36.1,20,EvartsUnpubBonnevilleDam,WSU,whole rock,4/22/2011 22:16,45.642136,-121.898734
Tgo,10BD-R198,null,56.09,1.805,13.67,11.09,3.478,7.085,3.162,1.766,0.309,0.186,25.5,51.6,28.4,29.9,297.3,3.5,6.5,12.5,121,21.2,185.6,681.2,,12.6,9.8,53.2,309.6,4.3,2.4,35.4,20,EvartsUnpubBonnevilleDam,WSU,whole rock,4/22/2011 23:22,45.641456,-121.896564
Tgo,10BD-R199,null,55.6,1.971,13.56,11.49,3.392,6.949,3.06,1.884,0.331,0.191,24.5,54.7,29.3,29.9,328.3,10.3,9.2,14.5,123.6,20.9,187.6,696.8,,12.9,9.4,54.8,311.8,5,3.1,35.3,20,EvartsUnpubBonnevilleDam,WSU,whole rock,4/23/2011 0:28,45.639706,-121.893884
Tgtbw,10BD-R200,null,55.15,2.251,13.09,12.2,3.033,6.644,3.248,1.725,0.387,0.193,25.4,57.8,33.3,30.7,341.7,2.3,7.3,26,135.8,20.3,211.3,705.5,,14.5,8.5,51.5,303.2,4.8,2.4,42.3,20,EvartsUnpubBonnevilleDam,WSU,whole rock,4/23/2011 1:34,45.641706,-121.919064
Tgdg,10BD-R201,null,53.89,2.172,13.23,12.64,3.574,7.239,3.184,1.562,0.367,0.204,21.8,51.6,26.9,33.7,390.7,9.3,8.9,19.4,126.4,21.5,178.9,593.3,,12.2,7.8,46.8,306.8,2.7,3.2,35.6,20,EvartsUnpubBonnevilleDam,WSU,whole rock,4/23/2011 2:40,45.641586,-121.917884
Tgdg,10BD-R202,null,54.13,2.169,13.26,12.54,3.486,7.183,3.177,1.581,0.366,0.203,21.9,50,26.2,34,379,8.3,8.3,17.4,126.6,21.2,179.2,600.2,,11.3,7,49.5,307.7,3.9,3.9,35.1,20,EvartsUnpubBonnevilleDam,WSU,whole rock,4/23/2011 3:46,45.640876,-121.916294
Tgwr,10BD-R203,null,54.11,2.25,13.4,12.14,3.47,7.057,3.131,1.719,0.355,0.195,27.7,53,27.3,32.6,396.2,5.3,9.2,16.5,129.7,21.7,185.6,677.6,,12.5,9.4,54,339.9,5.7,2.4,37,20,EvartsUnpubBonnevilleDam,WSU,whole rock,4/23/2011 4:52,45.639206,-121.913094
Tgwr,10BD-R204,null,54.57,2.321,13.56,12.16,3.461,7.09,3.033,1.963,0.367,0.191,25.1,53.5,29.8,32.1,369.3,7.2,13.1,22.6,129.7,21.2,200.6,701.2,,13.1,7.9,57.6,314.9,5,2.1,37.5,20,EvartsUnpubBonnevilleDam,WSU,whole rock,4/23/2011 5:58,45.638056,-121.910294
Tgwr,10BD-R205,null,54.66,2.315,13.48,11.86,3.505,6.777,3.254,1.815,0.365,0.184,27.1,57.4,31.8,31.7,366.8,6.4,12.8,21.5,129.6,21,200.2,705.3,,13.3,8.1,52.3,307.8,5.6,1.5,37.3,20,EvartsUnpubBonnevilleDam,WSU,whole rock,4/23/2011 7:04,45.637456,-121.908714
Tgwr,10BD-R206,null,54.8,2.345,13.16,12.56,3.185,6.477,3.302,1.773,0.406,0.192,24.8,58.8,31.2,30.7,359,2.9,7.9,14.7,134.7,21.7,193.9,724.7,,13.1,9.4,52,321.6,6.4,2.2,36.8,20,EvartsUnpubBonnevilleDam,WSU,whole rock,4/23/2011 8:10,45.636726,-121.907544
Tggc,10BD-R207,null,55.47,1.922,13.69,11.66,3.694,6.822,3.304,1.641,0.316,0.186,21.8,52,28.6,31.8,328,11.8,12.9,20.4,120.5,21.2,173.9,669.3,,12,9.3,48.7,311.1,4.8,3.8,34.6,20,EvartsUnpubBonnevilleDam,WSU,whole rock,4/23/2011 9:16,45.635086,-121.900564
Tggc,10BD-R208,null,55.89,1.956,13.51,11.23,3.299,6.852,3.118,1.909,0.314,0.184,24.1,53.4,29.5,30.6,336.3,6.2,9.5,16.4,121.3,21.7,193.1,710,,13.5,10.1,57.2,311.1,5.6,2.7,35.7,20,EvartsUnpubBonnevilleDam,WSU,whole rock,4/23/2011 10:22,45.634706,-121.897394
Tgo,10BD-R209,null,55.51,1.94,13.6,11.69,3.464,7.047,3.249,1.667,0.327,0.188,24.3,54.3,28.1,31.2,323.3,10.4,11,16.8,121.1,22.8,186,693.5,,12.2,11.6,43.6,313,3.7,1.8,35.8,20,EvartsUnpubBonnevilleDam,WSU,whole rock,4/23/2011 11:28,45.634226,-121.894484
Tgo,10BD-R210,null,56.04,1.802,13.71,11.07,3.443,7.047,3.054,1.74,0.312,0.18,33.5,56.5,30.5,30.5,295.8,7,7.4,11.9,127.4,20.8,186.3,717.9,,12.9,9.8,53.9,312.7,5.2,1.6,42.3,20,EvartsUnpubBonnevilleDam,WSU,whole rock,4/23/2011 12:34,45.634176,-121.892314
Tgo,10BD-R211,null,55.16,1.938,13.52,11.61,3.399,6.988,3.215,1.753,0.329,0.188,29.3,59.5,35.5,30.9,306.9,2.1,9.2,15.4,122.9,22,194,699.7,,13.2,9.6,50.5,323.8,5.9,1.9,38.8,20,EvartsUnpubBonnevilleDam,WSU,whole rock,6/3/2011 11:27,45.633836,-121.890714
Tgww,10BD-R212,null,54.68,2.089,13.21,12.29,3.373,7.054,3.069,1.896,0.36,0.203,24.5,57.6,31.3,33.6,355,8.9,7.1,11.1,133,21.7,187.3,628.2,,13,8,49.6,315.6,5.1,1.7,39.3,20,EvartsUnpubBonnevilleDam,WSU,whole rock,6/3/2011 12:33,45.633636,-121.888384
Tgww,10BD-R212,10BD-R212R,54.42,2.082,13.18,12.25,3.346,7.047,3.069,1.898,0.358,0.201,24.2,54.3,28,34,352.6,7.2,6.9,10.1,131.2,21.2,188.2,629,,12.6,7.6,49.4,315.7,5.9,1,39,-9,EvartsUnpubBonnevilleDam,WSU,whole rock,6/4/2011 12:45,45.633636,-121.888384
